IYR,IMO,RAILROAD,STATE,STATION,COUNTY,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15
19,11,BNSF,56,CHEYENNE,LARAMIE,H-CHECAS4-04 DERAILED 4 RAILCARS WHILE SHOVING YARD TRACK 4102 DUE TO A WORN TRACK GUARD RAIL. NO HA,ZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,12,UP,56,HANNA,CARBON,"ZBRG3-24, HAD A BURNT OFF JOURNAL ON RAILCAR ARMN110538, RESULTING IN DERAILMENT OF 19 RAILCARS.",,,,,,,,,,,,,,
19,8,UP,6,CARSON,LOS ANGELES,"LOI31-13 TRAIN CREW WAS PULLING EAST FROM THE WEST END OF DOLORES YARD, TRAVERSING THE 905 SWITCH. T",HE SWITCH LEVER DISENGAGED FROM THE LATCH CAUSING THE FIRST INVOLVED CAR TO DERAIL AS THE CAR STARTE,D TO TRAVEL ON 2 DIFFERENT TRACKS.,,,,,,,,,,,,
19,8,UP,6,BLOOMINGTON,SAN BERNARDINO,YWC21R-28 HUMPED CARS INTO TRACK 73 FROM THE WEST END HUMP AND HAD CROSSED DRAWBARS DURING COUPLING,"AS THEY ROLLED FREELY, DERAILING 2 RAILCARS.",,,,,,,,,,,,,
19,5,KCS,29,KANSAS CITY,JACKSON,CPR CREW SHOVED EAST INTO 16 RAIL & RAN THRU SWITCH.  ONCE THEY PULLED WEST THRU #16 SWITCH THEY DER,AILED 7 CARS.  MP 4.7 PITTSBURG SUBDIVISION,,,,,,,,,,,,,
19,2,BNSF,17,CHICAGO,COOK,Q-CHIALT3-15 SHOVING LIGHT LOCOMOTIVES IMPACTED RCO Y-CHI1032-16 IN YARD TRACK 281 DUE TO FAILURE TO,CONTROL SHOVE MOVE IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH.  RESULTED IN 3 RAILCARS DERA,ILED AND EQUIPMENT DAMAGES.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,
19,2,BNSF,17,JOLIET,WILL,Y-JOL2021-08 DERAILED 6 RAILCARS WHILE PULLING OUT OF YARD TRACK 3709 DUE TO DEFECTIVE TRACK SPIKES.,"APPROXIMATELY 15,000 GALLONS OF BENZO PYRENE WAS RELEASED FROM 1 RAILCAR THAT RUPTURED.  CAR CTCX",733373 RELEASED THE HAZMAT.,,,,,,,,,,,,
19,1,ARZC,4,AGUILA,MARICOPA,THE ENGINEER FAILED TO PROPERLY CONTROL THE BUFF FORCES IN HIS TRAIN (8 LOCOMOTIVES 58-40-4703-9314),BY USING FULL INDEPENDENT BRAKES WHILE OPERATING EIGHT BNSF 4400 LOCOMOTIVES AT 5 MPH TO A STOP. ON,CE THE TRAIN HAD STOPPED THE ENGINEER TO PICK UP THE CONDUCTOR THE TRAIN MOVED APPROX. 2950 FEET WHE,N IT EXPERIENCE AN UNDESIRED EMERGENCY.  INSPECTION OF THE TRAIN FOUND CARS 30-56 HAD DERAILED.  INV,ESTIGATION OF THE INCIDENT DETERMINED THE ENGINEERS USE OF INDEPENDENT BRAKES HAD CAUSE THE DERAILME,NT.,,,,,,,,,
19,12,BNSF,20,FLORENCE,MARION,Q-LACNWH6-12 DERAILED 1 RAILCAR WHILE TRAVERSING SINGLE MAIN TRACK DUE TO BROKEN PLATE ON RAILCAR. R,ESULTED IN SIGNIFICANT TRACK DAMAGE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,8,UP,6,MIRA LOMA,RIVERSIDE,"THE LOB35R-15 PULLED DOWN OVER THE 726, SWITCH MAKING A TRAILING POINT MOVE THAT WAS PROPERLY LINED.",THE SWITCH WAS THEN LINED FOR MOVEMENT INTO TRACK 726 AND THE CREW BEGAN A REVERSE MOVEMENT INTO TH,E TRACK. THE FIVE BOX CARS AND THE FIRST ENGINE IN THE DIRECTION OF MOVEMENT CLEARED THE SWITCH WITH,"NO ISSUE. THE LEADING AXLE ON THE SECOND ENGINE, WHICH WAS THE LAST PIECE OF EQUIPMENT IN THE DIREC","TION OF MOVE, CLIMBED THE SWITCH POINT APPROXIMATELY 12 INCHES PAST THE TIP OF THE POINT, DERAILING",UP5511 AND UPY594. CAUSE WAS SWITCH CONNECTING/OPERATING ROD WAS BROKEN/DEFECTIVE.,,,,,,,,,
19,8,UP,6,KINGSBURG,FRESNO,"ILTLC-21, LEAD LOCOMOTIVE UP7243, COLLIDED WITH A VEHICLE WAS TRAVELING SOUTHBOUND WHEN THEY STRUCK",AN OCCUPIED VEHICLE. THE OCCUPANT SUSTAINED FATAL INJURIES.,,,,,,,,,,,,,
19,8,BNSF,6,LODI,SAN JOAQUIN,FOREIGN TRAIN C-V01-14 HAD RAILCARS IMPACT EACH OTHER IN INDUSTRY TRACK LODI EAST DURING SWITCHING O,PERATIONS DUE TO INADEQUATE PRECAUTIONS WHILE KICKING RAILCARS. RESULTED IN 11 RAILCARS DERAILED. NO,HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,
19,8,UP,6,GLAMIS,IMPERIAL,"MEWWC-17, HAD A BROKEN WHEEL ON CAR BKTY152830 RESULTED IN TRACK DAMAGE. NO DERAILMENT.",,,,,,,,,,,,,,
19,8,UP,4,TUCSON,PIMA,"YTU31R-12 WAS SHOVING INTO TRACK 17 WITH 35 CARS, WHEN THEY FAILED TO MAKE A PROPER COUPLING, RESULT",ING IN CARS DERAILING INTO TRACKS 16 AND 18. WHEN THE CARS FROM TRACK 17 SHIFTED TOWARDS TRACKS 16 A,"ND 18, CARS AND TRACKS WITHIN THESE TWO ADJACENT TRACKS WERE ALSO IMPACTED AND DAMAGED.",,,,,,,,,,,,
19,2,UP,4,BENSON,COCHISE,MEWWC-07'S UP6418 BEGAN SMOKING AS A RESULT OF A LOOSE CYLINDER HEAD.  NO DERAILMENT OR TRACK DAMAGE,.,,,,,,,,,,,,,
19,3,UP,6,BLOOMINGTON,SAN BERNARDINO,DURING NORMAL HUMP OPERATIONS THE YWC42R-16 WAS HUMPING TRACK 207.  A PORTION OF THE CUT OF CARS BRO,KE AWAY (BROKEN KNUCKLE) AND ROLLED INTO TRACK 19 CAUSING 9 CARS TO DERAIL.  CAUSE WAS DUE TO LOSS O,F RCL COMMUNICATION WITH THE REMOTE TRANSMITTER AND LOCOMOTIVE UPY833.,,,,,,,,,,,,
19,2,UP,6,GOLETA,SANTA BARBARA,AMTRAK TRAIN 763 WAS DAMAGED WHEN IT STRUCK A TREE THAT FELL ACROSS THE TRACKS FOULING THE UPRR RIGH,"T OF WAY.  NO TRACK DAMAGE.  AMTRAK EQUIPMENT DAMAGE = $43,311",,,,,,,,,,,,,
19,2,UP,6,EMERYVILLE,ALAMEDA,"WESTBOUND AMTRAK TRAIN AMT719-13, LEAD LOCOMOTIVE CDTX2104, COLLIDED WITH AN UNOCCUPIED VEHICLE.  AM","TRAK REPORTED $10,845 IN EQUIPMENT DAMAGES.",,,,,,,,,,,,,
19,8,UP,4,TUCSON,PIMA,"YTU31R-12 WAS SHOVING INTO TRACK 17 WITH 35 CARS, WHEN THEY FAILED TO MAKE A PROPER COUPLING, RESULT",ING IN CARS DERAILING INTO TRACKS 16 AND 18. WHEN THE CARS FROM TRACK 17 SHIFTED TOWARDS TRACKS 16 A,"ND 18, CARS AND TRACKS WITHIN THESE TWO ADJACENT TRACKS WERE ALSO IMPACTED AND DAMAGED.",,,,,,,,,,,,
19,8,UP,4,TUCSON,PIMA,"YTU31R-12 WAS SHOVING INTO TRACK 17 WITH 35 CARS, WHEN THEY FAILED TO MAKE A PROPER COUPLING, RESULT",ING IN CARS DERAILING INTO TRACKS 16 AND 18. WHEN THE CARS FROM TRACK 17 SHIFTED TOWARDS TRACKS 16 A,"ND 18, CARS AND TRACKS WITHIN THESE TWO ADJACENT TRACKS WERE ALSO IMPACTED AND DAMAGED.",,,,,,,,,,,,
19,8,UP,4,TUCSON,PIMA,"YTU31R-12 WAS SHOVING INTO TRACK 17 WITH 35 CARS, WHEN THEY FAILED TO MAKE A PROPER COUPLING, RESULT",ING IN CARS DERAILING INTO TRACKS 16 AND 18. WHEN THE CARS FROM TRACK 17 SHIFTED TOWARDS TRACKS 16 A,"ND 18, CARS AND TRACKS WITHIN THESE TWO ADJACENT TRACKS WERE ALSO IMPACTED AND DAMAGED.",,,,,,,,,,,,
19,4,UP,4,TUCSON,PIMA,"YTU24R-29, IN AN ATTEMPT TO COUPLE THE UP4590 AND UP4509, THE DRAWBARS CROSSED CAUSING DAMAGE TO THE",UP4590.  NO DERAILMENT AND NO DAMAGE TO THE UP4509.,,,,,,,,,,,,,
19,4,UP,6,OAKLAND,ALAMEDA,"ILTLT-02, LEAD LOCOMOTIVE UP5309, STRUCK AN UNOCCUPIED VEHICLE 300 FEET SOUTH OF THE GRADE CROSSING",AT 37TH AVE.  THE VEHICLE APPEARED TO BE ABANDONED ON THE TRACKS.  THIS IMPACT DID NOT OCCUR ON THE,GRADE CROSSING.  OCCURRED 300 FEET FROM CROSSING.,,,,,,,,,,,,
19,4,UP,6,MANTECA,SAN JOAQUIN,"CONTRACT SWITCH CREW, CONSISTING OF ENGINEER, CONDUCTOR AND TRAINING CONDUCTOR, DERAILED 3 TRUCKS FR","OM A LOCOMOTIVE, WHEN SWITCH WAS LINED UNDER MOVEMENT BY TRAINEE.  TSWS REPORTED $2,000 IN EQUIPMENT",DAMAGES.,,,,,,,,,,,,
19,3,UP,6,BENICIA,SOLANO,THE YOZ60R-16 DERAILED SEVEN CARS IN THE UPRIGHT POSITION WHILE TRAVERSING OVER THE 700 LEAD.  THERE,WERE NO INJURIES INVOLVED.,,,,,,,,,,,,,
19,4,UP,6,LOS ANGELES,LOS ANGELES,ZSCLC-20 WAS SHOVING TRAIN INTO MISSION ROAD 10 WHEN THEY DERAILED A SPIN CAR.  CAUSE WAS FOUND TO B,E A GAPPED SWITCH ON THE 111/112 SWITCH.,,,,,,,,,,,,,
19,7,UP,4,TUCSON,PIMA,SWITCHMAN ON THE YTU20R-19 WAS PINNING CARS OFF ON THE EAST END OF TUCSON YARD. AFTER PINNING OFF A,"SECOND CAR INTO TRACK 12, THE THIRD CAR LIFTED OFF THE RAIL, PUTTING 2 WHEELS ON THE GROUND AND CAUS",ING THE CAR TO BUCKLE IN THE MIDDLE FROM THE IMPACT. CAUSE WAS DUE TO INADEQUATE KICKING PROCEDURES.,,,,,,,,,,,,
19,5,UP,4,BENSON,COCHISE,"TRAIN CREW REPORTED #6 TRACTION MOTOR FIRE ON THE UP6673, LEAD UNIT IN CONSIST.  FIRE HAD BEEN EXTIN",GUISHED UPON ARRIVAL.  CREW REPORTED THAT THEY WERE NOT EXPOSED TO ANY INHALATION HAZARDS.,,,,,,,,,,,,,
19,8,BNSF,4,WILLIAMS,COCONINO,S LHALPC115 HAD A WHEEL BEARING FAILURE RESULTING IN DERAILMENT ON MT2 ALSO SIDESWIPING W/B SLPCOIG3,13 ON MT1.,,,,,,,,,,,,,
19,8,BNSF,4,WILLIAMS,COCONINO,S LHALPC115 HAD A WHEEL BEARING FAILURE RESULTING IN DERAILMENT ON MT2 ALSO SIDESWIPING W/B SLPCOIG3,13 ON MT1.,,,,,,,,,,,,,
19,8,BNSF,4,WINSLOW,NAVAJO,RUN THROUGH SWITCH AT 2819 RESULTING IN DERAILMENT ON SUBSEQUENT SHOVE MOVE,,,,,,,,,,,,,,
19,10,AZER,4,CLIFTON,GREENLEE,ON 10/11/2019 AZER 203 CREW WAS PULLING TRAIN FROM CLIFTON TO SOUTH SIDING IN AN EASTWARD DIRECTION.,TRAIN CONSIST WAS 17 LOADS AND 17 EMPTIES. WHILE IN TRANSIT CAR #20 (MWCX 463347) DERAILED TO THE O,"UTSIDE OF THE CURVE ON THE MAIN TRACK AT MP 1213.6, TRAVELING APPROXIMATELY 3.6 MILES. ON ARRIVAL TO","SOUTH SIDING THE CREW ADDED 15 LOADS TO THE HEAD END OF THE TRAIN, THEN SHOVED TRAIN WESTWARD TO CL",EAR SOUTH SIDING AND LEFT IT SECURED FOR MONDAY’S OUTBOUND.ON 10/14/2019 THE 203 CREW CLAIMS THEY  P,ERFORMED AN AIR BRAKE INSPECTION ON THE SAME TRAIN FOR THE OUTBOUND 202 CREW. ONCE THEY COMPLETED TH,"E INSPECTION, THE 203 CREW CUT THEIR POWER AWAY AND CLEARED UP IN SOUTH SIDING. THE 202 CREW COUPLED",TO THE TRAIN AND DEPARTED WITH IT EASTWARD THROUGH TRACK 3. THE 203 CREW WAS COMPLETING THE ROLL-BY,INSPECTION WHEN THE CONDUCTOR BECAME AWARE OF THE DERAILED CAR AND INSTRUCTED THE 202 TO BRING THE,"TRAIN TO A STOP. AS THE 202 ENGINEER WAS ATTEMPTING TO STOP, THE DERAILED CAR FAILED TO NEGOTIATE TH",E SWITCHES AT THE WEST END OF SOUTH SIDING. THE DERAILED CAR TRAVELED DOWN THE MAIN CAUSING TWO (2),ADDITIONAL CARS TO DERAIL ONE OF WHICH SIDESWIPED THE AZER 4009 THAT WAS IN THE CLEAR IN SOUTH SIDIN,G.,,
19,4,UP,4,PHOENIX,MARICOPA,"YPX75-10, WHILE SPOTTING PCI DERAILED ONE LOCOMOTIVE AND ONE CAR.  THE CREW WAS MAKING A SHOVE MOVE",IN A EASTWARD DIRECTION WHEN THE SWITCH POINT PROTECTOR CAUSED THE LOCOMOTIVE AND CAR TO DERAIL BECA,USE IT WAS OUT OF ADJUSTMENT.  INDUSTRY MAINTAINS TRACK,,,,,,,,,,,,
19,8,UP,4,YUMA,YUMA,MWCTU-11 CREW WAS PERFORMING A SHOVING MOVE THRU THE CROSSOVERS AT OLD YUMA YARD FROM THE NO 2 MAIN,"TO 110 TRACK. THE CONDUCTOR FAILED TO LINE THE 110 CROSSOVER SWITCH, WHICH ALLOWED THE 110 CROSSOVER",SWITCH TO BE RUN THRU. THEN THE CREW MADE A REVERSE MOVE THRU THE RUN THRU 110 SWITCH AND DERAILED,4 CARS AND DAMAGED THE NO 2 MAIN CROSSOVER SWITCH.,,,,,,,,,,,
19,9,UP,4,RED ROCK,PINAL,THE MFWWCB-15 DEPARTED TUCSON YARD WITH THEIR PAPERWORK SHOWING ONLY 68 CARS.  THE TRAIN WENT TO RED,"ROCK SIDING TO PICK UP 22 CARS AS SHOWN ON THE WORK ORDER.  AFTER THE PICKUP, THE CREW ELECTED TO U","SE GCOR RULE 6.6 BACKUP MOVES.  BASED ON THE INFORMATION THE CREW HAD ON THEIR PAPERWORK, THEY WOULD",HAVE COMPLIED WITH ALL THE REQUIREMENTS OUTLINED IN RULE 6.6 BEFORE IT CAN BE USED.  UPON SHOVING B,"ACK TO PICK UP THE CONDUCTOR, THE CREW RAN BY CPSP 952 AND RAN THRU THE MOVABLE POINT FROG ON THE CO","NTROL POINT.  UPON FURTHER INVESTIGATION, IT WAS FOUND THE TRAIN HAD AN EXTRA 32 CARS ON THEIR TRAIN",DEPARTING TUCSON.  THE CREW HAD NO WAY OF KNOWING THE TRAIN WAS ACTUALLY 100 CARS NOT 68 AS THE PAP,ERWORK INDICATED.,,,,,,,
19,9,UP,4,FLORENCE,PINAL,MPXTU-25 HAD DRAGGING EQUIPMENT DETECTOR AT MP 953 ALERTED TO DRAGGING EQUIPMENT AND THE CREW BROUGH,"T TRAIN TO A STOP AT MP 954.9. AFTER INSPECTING THEIR TRAIN, CAR UP275592 WAS FOUND TO HAVE DERAILED",THE 3RD AND 4TH AXLES. POINT OF DERAILMENT WAS LATER FOUND AT MP 949.7. THE DERAILED CAR WAS FOUND,"TO HAVE NO HANDBRAKE APPLIED, BUT ALL WHEELS SHOWED SIGNS OF HEAT DISCOLORATION. DETAILED POST DERAI",LMENT MECHANICAL INSPECTION COULD NOT RULE OUT BRAKE BEAM/RIGGING ISSUES WITH THIS CAR AND ALL OTHER,EVIDENCE COLLECTED RULES OUT ALL OTHER POSSIBLE CAUSES.,,,,,,,,,
19,9,UP,4,TUCSON,PIMA,"IEWLB-24 UPON PULLING OUT, CREW NOTICED FLAMES COMING OUT FROM UNDER THE 5TH UNIT OF THEIR CONSIST,",UP6343. CREW STOPPED THEIR TRAIN AND NOTIFIED DISPATCHER. FIRE DEPARTMENT WAS DISPATCHED AND USED FO,AM TO EXTINGUISH THE FLAMES ON #5 TRACTION MOTOR OF THE UP6343. UP6343 HAD A BEARING ALERT ON 9/24/1,9 ON THE L5 WHEEL. UNIT WAS IN CONSIST DEAD FOR ELECTRICAL NO START ISSUES.,,,,,,,,,,,
19,9,BNSF,4,EL MIRAGE,MARICOPA,"WHILE SPOTTING TRACK 2331, THE REAR CAR IN THE TRAINS CUT PROX 31766 STRUCK THE BUMPER AT THE END OF",THE TRACK CAUSING MISALIGNMENT OF THE BUMPER AND TRACK DAMAGE. NO DERAILMENT NO HAZMAT RELEASED.,,,,,,,,,,,,,
19,4,ATK,12,SEVILLE,VOLUSIA,TRAIN 98 OPERATING WITH LOCOMOTIVES E/152-E/77 AND 10 CARS STRUCK AN OCCUPIED SEMI-TRUCK AT MP 727.2,"0, A PRIVATE RD CROSSING.  LEAD E/152 SUSTAINED DAMAGE, SHEARING OFF THE AIR DRYER AND EMERGENCY FUE",L SHUTOFF VALVE DURING IMPACT.  THE DRIVER OF THE TRUCK WAS NOT INJURED.  HIGHWAY USER AGE IS UNKNOW,N.,,,,,,,,,,,
19,4,FEC,12,JACKSONVILLE,DUVAL,"AT THE TIME, TEN CARS WERE DISCOVERED TO HAVE DERAILED.  THERE WERE NO ENGINES ATTACHED OR SWITCHING",PERFORMED ON THE DERAILED CARS.  INVESTIGATION REVEALED THE DERAILED CARS WERE MOVED EARLIER IN THE,DAY WHERE THEY WERE SHOVED OUT THROUGH A YARD SWITCH THEN PULLED BACK IN THE OPPOSITE DIRECTION.  I,T WAS DETERMINED THE SPIKES SECURING THE TURNOUT WERE NOT SUFFICIENT WHICH CAUSED THE DERAILMENT.,,,,,,,,,,,
19,4,FEC,12,JACKSONVILLE,DUVAL,SWITCH POINT BROKE UNDER MOVEMENT WHEN TRAIN WAS DEPARTING A YARD RESULTING IN DERAILMENT.,,,,,,,,,,,,,,
19,11,CSX,13,HORTENSE,BRANTLEY,"AMTRAK TRAIN P09712 COLLIDED WITH A LOG TRUCK AT THE OTTER RD CROSSING IN HORTENSE, GA.  AMTRAK REPO",RTS $12754.70 IN DAMAGES.,,,,,,,,,,,,,
19,6,FEC,12,BOCA RATON,PALM BEACH,BLF 608 WAS TRAVELING SOUTHBOUND ON THE WEST MAIN AT APPROXIMATELY 78 MPH.  WHEN THEY CAME AROUND TH,"E CURVE, THEY NOTICED A VEHICLE STOPPED IN BETWEEN BOTH MAIN TRACKS AT MP 326.02, S. W. 18TH STREET.",BELL AND HORN WERE SOUNDED AND BRAKES WERE APPLIED.  VEHICLE DID NOT MOVE AND TRAIN WS PLACED IN E,MERGENCY RESULTING IN STRIKING UNOCCUPIED VEHICLE.  VEHICLE HAD STALLED AND NO INJURIES WERE REPORTE,D.  BLF DAMAGES WERE $29025.,,,,,,,,,,
19,6,BLF,12,BOCA RATON,PALM BEACH,BLF 608 TRAVELING SB ON THE WEST MAIN AT APPROXIMATLEY 78 MPH CAME AROUND THE CURVE AND NOTICED A VE,HICLE STOPPED IN BETWEEN BOTH MAIN TRACKS AT MP 326.02 SW 18TH STREET.  BELL AND HORN WERE SOUNDED A,"ND APPLIED BRAKES.  VEHICLE DID NOT MOVE, TRAIN WAS PLACED IN EMERGENCY RESULTING IN STRIKING VEHICL",E.  VEHICLE WAS UNOCCUPED. VEHICLE STALLED. NO INJURIES WERE REPORTED.  FEC DAMAGES $14061,,,,,,,,,,,
19,6,BLF,12,LANTANA,PALM BEACH,BLF608 WAS OPERATING SB ON THE WEST MAIN AS THEY APPROACHED MP 308.87 THEY NOTICED A VEHICLE GOING A,"ROUND GATES.  ENGINEER RANG HORN AND BELL, PLACED TRAIN IN EMERGENCY RESULTING IN STRIKING VEHICLE.",DRIVER WAS TRANSPORTED TO HOSPITAL WITH NON-LIFE THREATENING INJURIES.   FEC DAMAGES $16390,,,,,,,,,,,,
19,6,FEC,12,BOYNTON BEACH,PALM BEACH,BLF 604 WAS OPERATING NORTHBOUND ON THE EAST RAIL AND STRUCK A TRESPASSER APPROXIMATELY 107 FEET SOU,"TH OF MP 310.9, GATEWAY BOULEVARD.  TRESPASSER INJURIES WERE FATAL.  BLF DAMAGES WERE $15285.",,,,,,,,,,,,,
19,4,UP,6,BLOOMINGTON,SAN BERNARDINO,"MWCNP-28 WAS PUTTING TRAIN TOGETHER IN TRACK #313.  WHILE PROTECTING THE SHOVE, THE TRAIN RAN THROUG",H A TRAILING POINT SWITCH IN A WESTWARD DIRECTION AND THEN PULLED EAST DERAILING 3 CARS THAT IMPACTE,D CARS ON ADJACENT TRACK THAT ALSO DERAILED.,,,,,,,,,,,,
19,4,UP,6,BLOOMINGTON,SAN BERNARDINO,"MWCNP-28 WAS PUTTING TRAIN TOGETHER IN TRACK #313.  WHILE PROTECTING THE SHOVE, THE TRAIN RAN THROUG",H A TRAILING POINT SWITCH IN A WESTWARD DIRECTION AND THEN PULLED EAST DERAILING 3 CARS THAT IMPACTE,D CARS ON ADJACENT TRACK THAT ALSO DERAILED.,,,,,,,,,,,,
19,4,UP,6,FREMONT,ALAMEDA,"AMTRAK TRAIN 737 OPERATING WITH E/C2015 AND 5 CARS, WAS DELAYED AT MP 32.2, FREMONT STATION DUE TO E","/C2015 HAD COMPRESSOR ISSUES.  AMTRAK REPORTED $13,137 IN EQUIPMENT DAMAGES.",,,,,,,,,,,,,
19,7,ATK,10,BEAR,NEW CASTLE,YARD CREW KP702 OPERATING LITE LOCOMOTIVES E/723-E/527 DERAILED THE LEADING AXLE (#1) ON E/723.  MEC,HANICAL REPORTED AXLE #1 R/S WHEEL CONTACTED THE GROUND.  THERE WERE NO INJURIES TO REPORT.  THE CAU,SE OF THE DERAILMENT IS WIDE GAUGE OF TRACK.,,,,,,,,,,,,
19,2,ATK,10,WILMINGTON,NEW CASTLE,"PANTOGRAPH/CATENARY:  WILMINGTON NIGHT LINE CREW, GANG J047, WAS REPLACING A SIGNAL POLE TRANSFORMER","AT MP 26.85, #3 TRACK.  AS THE GANG FOREMAN WAS SETTING UP THE 01 CAT CAR INTO POSITION HE NOTICED",THE PLATFORM WAS NOT LINED UP WITH THE TRANSFORMER STRUCTURE.  THE GANG FOREMAN THEN ATTEMPTED TO LI,NE UP THE CAT CAR USING UPPER CONTROL IN `WORKING MODE` AND REALIZED THAT THE PANTOGRAPH WAS GOING T,O HIT PERSONAL PROTECTIVE GROUND ATTACHED TO THE CATENARY CIRCUIT.  HE THEN RELEASED OFF THE CONTROL,S AND THE CAT CAR CAME TO A ROLLING/COSTING STOP INTO THE GROUND HEAD AND CABLE WHICH WAS FIXED TO T,HE CATENARY CIRCUIT.  THERE WERE NO INJURIES TO REPORT.,,,,,,,,
19,10,UP,4,TUCSON,PIMA,MFWWCB-19 WAS SHOVING TOWARDS TRACK 52 WHEN THE TRAIN DERAILED SEVEN CARS AT THE HEAD END AND TWO LO,"COMOTIVES, AND IMPACTED A LOCOMOTIVE ON ADJACENT TRACK.",,,,,,,,,,,,,
19,12,BNSF,4,WINONA,COCONINO,L-SWE0071-20 DERAILED 4 RAILCARS WHILE PULLING OUT OF INDUSTRY TRACK 9088 DUE TO SWITCH NOT LATCHED,OR LOCKED. NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,
19,6,NS,13,MACON,BIBB,"WHILE GM63 SHOVED TO THE NORTH END OF RT04, THE MAIN TOWER YARDMASTER PROTECTED THE SHOVE MOVE. THE","YARDMASTER DID NOT STOP THE MOVE IN TIME, CAUSING THE THE GATX 071842 ON THE NORTH END OF RT04 TO FO","UL THE GM23 HUMPING IN RT05, RESULTING IN THE SIDEE SWIPE OF THE WFRX 116253 IN RT05.",,,,,,,,,,,,
19,6,NS,13,MACON,BIBB,"WHILE GM63 SHOVED TO THE NORTH END OF RT04, THE MAIN TOWER YARDMASTER PROTECTED THE SHOVE MOVE. THE","YARDMASTER DID NOT STOP THE MOVE IN TIME, CAUSING THE THE GATX 071842 ON THE NORTH END OF RT04 TO FO","UL THE GM23 HUMPING IN RT05, RESULTING IN THE SIDEE SWIPE OF THE WFRX 116253 IN RT05.",,,,,,,,,,,,
19,7,NS,13,MACON,BIBB,NS TRAIN 174G215 WAS STRUCK BY DP UNITS TRAVELING INTO THE SIDE OF THEIR CUT OF CARS CAUSING A DERAI,LMENT.,,,,,,,,,,,,,
19,10,UP,4,RILLITO,PIMA,"ISALB-02, LEAD LOCOMOTIVE UP7443, STRUCK AN OCCUPIED VEHICLE AT A PRIVATE CROSSING AT MP 968.66.  BO",TH OCCUPANTS WERE FATALITIES.  NO INJURIES TO THE CREW.,,,,,,,,,,,,,
19,10,UP,4,TUCSON,PIMA,YTU20R-12 WAS PICKING UP EIGHT TIE CARS IN TRACK 803 AND MADE A MOVEMENT WESTWARD INSTEAD OF THE INT,ENDED EASTWARD MOVEMENT.  THEY SHOVED OVER CONCRETE TIES THAT WERE ON TOP OF THE TRACK AND DERAILED,THE TWO WEST CARS IN THE CUT OF EIGHT.  INDUSTRY MAINTAINS TRACK,,,,,,,,,,,,
19,8,CCT,6,LODI,SAN JOAQUIN,THE CREW WAS SWITCHING OUT CARS TO GO TO SPOT. WHILE SWITCHING THEY KICKED THREE CARS TOWARDS THE BR,ANCH MAIN AND WENT TO THE EAST JCT TRACK AND WAS PULLING IT OUT TO SWITCH OUT MORE SPOT CARS.  THE P,IN DIDN'T DROP ON THE CARS ON THE BRANCH MAIN WHICH ALLOWED THEM TO ROLL OUT AND STRIKE THE CUT AT T,HE 10TH CAR FROM THE ENGINE.  THIS CAUSED THE 4 CARS ON EAST JCT TO DERAIL ALONG WITH THE 3 CARS THA,T ROLLED OUT. IN ADDITION THE THREE CARS WERE PUSHED OVER AGAINST WEST JCT DERAILING 4 CARS.  A TOTA,L OF 11 CAR WERE DERAILED.,,,,,,,,,
19,7,UP,6,BLOOMINGTON,SAN BERNARDINO,"A SWITCHMAN AND A TRAINEE WERE DOUBLING OUT TRACKS FOR THE MWCRVB. THEY DOUBLED 3 TRACK, 54, 50 & 51",", TOGETHER AND STARTED PULLING EAST THROUGH THE DIAMOND LANE. THE TRAINEE WAS IN CONTROL OF THE BOX",AND THE SWITCHMAN WAS STANDING ON POINT BESIDE HIM. AS THEY APPROACHED THE SWITCH LEADING ONTO THE L,"ADDER, THE TRAINEE CALLED THE LINE UP GOOD, BUT THE SWITCHMAN REALIZED THAT THE LINE UP WAS BAD, SO","HE INSTRUCTED THE TRAINEE TO STOP THE TRAIN. THE TRAINEE PLUGGED IT. ONCE THE TRAIN STOPPED, THE SWI",TCHMAN GOT DOWN AND LINED THE SWITCH AND STARTED PULLING EAST THROUGH THE LADDER. THEY WERE TOLD TO,BRING THE TRAIN TO A STOP BECAUSE THEY DERAILED. CAUSE WAS DUE TO INTERACTION OF LATERAL AND VERTICA,L FORCES.,,,,,,,
19,7,UP,6,BLOOMINGTON,SAN BERNARDINO,THE YWC35R-23 COUPLED BOWL 5 AND STARTED PULLING THE TRACK OUT WHEN THE SECOND AND THIRD CAR (ETTX71,5244 & TTGX963937) DERAILED. THERE WAS A DRAWBAR BETWEEN THE RAILS THAT WAS THE CAUSE OF THE DERAILM,ENT.,,,,,,,,,,,,
